urn:mpeg:mpegB:cicp:ColourPrimaries|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.1|Video colour primaries indicating the chromaticity coordinates of the source colour primaries.
urn:mpeg:mpegB:cicp:TransferCharacteristics|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.2|Video colour transfer characteristics indicating the opto-electronic transfer characteristic of the source picture.
urn:mpeg:mpegB:cicp:MatrixCoefficients|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.3|Video matrix colour coefficients describing the matrix coefficients used in deriving luma and chroma signals from the green, blue, and red primaries.
urn:mpeg:mpegB:cicp:VideoFullRangeFlag|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.3|Video Full Range specifying the scaling and offset values applied in association with the Video matrix colour coefficients.
urn:mpeg:mpegB:cicp:VideoFramePackingType|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.4|Video frame packing indicating the type of packing arrangement used in video frames
urn:mpeg:mpegB:cicp:QuincunxSamplingFlag|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.4|Quincunx Sampling Flag indicatomh whether a quincunx sampling structure is used in the frame packed video representation.
urn:mpeg:mpegB:cicp:PackedContentInterpretationType|ISO/IEC 23001-8|/identifiers/references#23001-8|section 7.5|Interpretation of packed video frames indicating the intended interpretation of the constituent frames.
urn:mpeg:dash:14496:10:frame_packing_arrangement_type:2011|ISO/IEC 23009-1|/identifiers/references#23009-1|section 5.8.5.3|For Adaptation Sets or Representations that contain a video component that conforms to ISO/IEC 14496-10, this URI is defined. The @value is the value as defined for VideoFramePackingType in ISO/IEC 23001-8 [4].
urn:mpeg:dash:13818:1:stereo_video_format_type:2011|ISO/IEC 23009-1|/identifiers/references#23009-1|section 5.8.5.3|For Adaptation Sets or Representations that contain a video component that conforms to ISO/IEC 13818-1, this URI is defined. The @value is the value as defined for VideoFramePackingType in ISO/IEC 23001-8 [4].
